time;flow
124,012;2,115
124,03;2,108
124,048;2,101
124,066;2,093
124,084;2,084
124,102;2,074
124,12;2,064
124,138;2,053
124,156;2,041
124,174;2,028
124,192;2,014
124,21;2
124,228;1,984
124,246;1,968
124,264;1,951
124,282;1,933
124,3;1,915
124,318;1,896
124,336;1,876
124,354;1,856
124,372;1,835
124,39;1,813
124,408;1,791
124,426;1,769
124,444;1,746
124,462;1,723
124,48;1,699
124,498;1,676
124,516;1,652
124,534;1,627
124,552;1,603
124,57;1,578
124,588;1,554
124,606;1,529
124,624;1,504
124,642;1,479
124,66;1,454
124,678;1,43
124,696;1,405
124,714;1,38
124,732;1,356
124,75;1,332
124,768;1,308
124,786;1,284
124,804;1,261
124,822;1,238
124,84;1,216
124,858;1,194
124,876;1,172
124,894;1,151
124,912;1,13
124,93;1,11
124,948;1,091
124,966;1,072
124,984;1,054
125,002;1,037
125,02;1,021
125,038;1,005
125,056;0,99
125,074;0,976
125,092;0,963
125,11;0,951
125,128;0,939
125,146;0,929
125,164;0,919
125,182;0,91
125,2;0,902
125,218;0,895
125,236;0,888
125,254;0,882
125,272;0,877
125,29;0,872
125,308;0,868
125,326;0,865
125,344;0,862
125,362;0,86
125,38;0,858
125,398;0,857
125,416;0,856
125,434;0,856
125,452;0,856
125,47;0,857
125,488;0,858
125,506;0,859
125,524;0,861
125,542;0,863
125,56;0,865
125,578;0,867
125,596;0,87
125,614;0,873
125,632;0,876
125,65;0,879
125,668;0,882
125,686;0,885
125,704;0,889
125,722;0,892
125,74;0,896
125,758;0,899
125,776;0,903
125,794;0,906
125,812;0,91
125,83;0,913
125,848;0,916
125,866;0,919
125,884;0,922
125,902;0,925
125,92;0,927
125,938;0,929
125,956;0,931
125,974;0,932
125,992;0,934
126,01;0,934
126,028;0,935
126,046;0,935
126,064;0,935
126,082;0,935
126,1;0,934
126,118;0,933
126,136;0,932
126,154;0,931
126,172;0,929
126,19;0,927
126,208;0,925
126,226;0,923
126,244;0,92
126,262;0,918
126,28;0,915
126,298;0,912
126,316;0,908
126,334;0,905
126,352;0,902
126,37;0,898
126,388;0,894
126,406;0,89
126,424;0,886
126,442;0,882
126,46;0,878
126,478;0,873
126,496;0,869
126,514;0,865
126,532;0,86
126,55;0,856
126,568;0,851
126,586;0,846
126,604;0,842
126,622;0,837
126,64;0,832
126,658;0,828
126,676;0,823
126,694;0,819
126,712;0,814
126,73;0,81
126,748;0,805
126,766;0,801
126,784;0,797
126,802;0,792
126,82;0,788
126,838;0,784
126,856;0,78
126,874;0,777
126,892;0,773
126,91;0,769
126,928;0,766
126,946;0,763
126,964;0,76
126,982;0,757
127;0,754
127,018;0,751
127,036;0,748
127,054;0,746
127,072;0,743
127,09;0,741
127,108;0,739
127,126;0,737
127,144;0,735
127,162;0,733
127,18;0,732
127,198;0,73
127,216;0,729
127,234;0,727
127,252;0,726
127,27;0,725
127,288;0,724
127,306;0,723
127,324;0,723
127,342;0,722
127,36;0,721
127,378;0,721
127,396;0,721
127,414;0,721
127,432;0,72
127,45;0,721
127,468;0,721
127,486;0,721
127,504;0,721
127,522;0,722
127,54;0,722
127,558;0,723
127,576;0,724
127,594;0,725
127,612;0,726
127,63;0,727
127,648;0,728
127,666;0,729
127,684;0,731
127,702;0,732
127,72;0,734
127,738;0,735
127,756;0,737
127,774;0,739
127,792;0,741
127,81;0,743
127,828;0,745
127,846;0,747
127,864;0,749
127,882;0,752
127,9;0,754
127,918;0,756
127,936;0,758
127,954;0,761
127,972;0,763
127,99;0,765
128,008;0,767
128,026;0,769
128,044;0,771
128,062;0,773
128,08;0,775
128,098;0,776
128,116;0,778
128,134;0,779
128,152;0,78
128,17;0,781
128,188;0,782
128,206;0,783
128,224;0,783
128,242;0,784
128,26;0,784
128,278;0,784
128,296;0,783
128,314;0,782
128,332;0,781
128,35;0,78
128,368;0,779
128,386;0,777
128,404;0,774
128,422;0,772
128,44;0,769
128,458;0,766
128,476;0,762
128,494;0,758
128,512;0,754
128,53;0,749
128,548;0,744
128,566;0,738
128,584;0,732
128,602;0,725
128,62;0,718
128,638;0,711
128,656;0,703
128,674;0,694
128,692;0,685
128,71;0,676
128,728;0,666
128,746;0,655
128,764;0,644
128,782;0,633
128,8;0,621
128,818;0,61
128,836;0,597
128,854;0,585
128,872;0,572
128,89;0,559
128,908;0,545
128,926;0,532
128,944;0,518
128,962;0,504
128,98;0,49
128,998;0,475
129,016;0,461
129,034;0,447
129,052;0,432
129,07;0,417
129,088;0,403
129,106;0,388
129,124;0,373
129,142;0,359
129,16;0,344
129,178;0,33
129,196;0,315
129,214;0,301
129,232;0,287
129,25;0,273
129,268;0,259
129,286;0,245
129,304;0,232
129,322;0,219
129,34;0,206
129,358;0,193
129,376;0,181
129,394;0,169
129,412;0,157
129,43;0,146
129,448;0,135
129,466;0,124
129,484;0,114
129,502;0,105
129,52;0,096
129,538;0,087
129,556;0,079
129,574;0,071
129,592;0,064
129,61;0,058
129,628;0,052
129,646;0,046
129,664;0,041
129,682;0,036
129,7;0,032
129,718;0,029
129,736;0,025
129,754;0,022
129,772;0,02
129,79;0,018
129,808;0,016
129,826;0,014
129,844;0,013
129,862;0,013
129,88;0,012
129,898;0,012
129,916;0,012
129,934;0,012
129,952;0,013
129,97;0,014
129,988;0,015
130,006;0,016
130,024;0,018
130,042;0,02
130,06;0,021
130,078;0,023
130,096;0,026
130,114;0,028
130,132;0,03
130,15;0,033
130,168;0,035
130,186;0,038
130,204;0,041
130,222;0,044
130,24;0,047
130,258;0,049
130,276;0,052
130,294;0,055
130,312;0,058
130,33;0,061
130,348;0,063
130,366;0,066
130,384;0,069
130,402;0,071
130,42;0,073
130,438;0,076
130,456;0,078
130,474;0,08
130,492;0,082
130,51;0,083
130,528;0,085
130,546;0,087
130,564;0,088
130,582;0,089
130,6;0,09
130,618;0,091
130,636;0,092
130,654;0,093
130,672;0,093
130,69;0,094
130,708;0,094
130,726;0,095
130,744;0,095
130,762;0,095
130,78;0,095
130,798;0,095
130,816;0,095
130,834;0,095
130,852;0,095
130,87;0,095
130,888;0,094
130,906;0,094
130,924;0,094
130,942;0,093
130,96;0,093
130,978;0,092
130,996;0,092
131,014;0,091
131,032;0,09
131,05;0,09
131,068;0,089
131,086;0,088
131,104;0,087
131,122;0,087
131,14;0,086
131,158;0,085
131,176;0,084
131,194;0,084
131,212;0,083
131,23;0,082
131,248;0,081
131,266;0,081
131,284;0,08
131,302;0,079
131,32;0,079
131,338;0,078
131,356;0,078
131,374;0,077
131,392;0,077
131,41;0,076
131,428;0,076
